mass_1,mass_2,chi_1,chi_2,luminosity_distance,dec,ra,theta_jn,psi,phase,geocent_time,log_likelihood,log_prior,log_likelihood_eob
43.9662991349951,35.16452717830041,0.4137786246522338,-0.47666565007724526,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,36.24180809334138,-7.8601850574721635,-36962.75453904149
35.38688259006635,30.113640414835572,-0.2629838395757992,-0.7036695991419826,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,36.25618652364062,-7.8601850574721635,-36104.755985424825
41.91016808639659,31.86267827953284,-0.5108185464375968,0.7307700664652884,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,36.25665313003785,-7.8601850574721635,-36623.480951376136
38.03538368602694,31.694609218471584,-0.5915614563378915,0.22360049771676221,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,36.301079587180254,-7.8601850574721635,-36509.34311736939
40.42550063168907,38.650346129820264,-0.17645996200285283,0.2726372171045646,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,36.31251436791308,-7.8601850574721635,-37084.86214414432
48.218472745115214,34.755587512317994,0.6629637407538103,-0.6530310036974644,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,36.316145069078885,-7.8601850574721635,-37075.628075261746
55.488427357136274,31.86726266970603,0.3992872393922244,0.10034477471982386,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,36.327029955804996,-7.8601850574721635,-36905.75201901723
36.01390333129032,35.503587368483586,0.2730164884325139,-0.49327115154826207,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,36.32837355089963,-7.8601850574721635,-36604.321703877846
44.79029883197671,39.93046635037149,-0.0485034936662702,0.61740124851169,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,36.329746498722265,-7.8601850574721635,-37111.12487143778
45.95545238099748,34.46773614829057,0.1697352170947891,-0.06477324512699068,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,36.338669869480654,-7.8601850574721635,-36841.05632123712
45.96633062299094,37.30501991408394,0.018802425070009895,0.45013507396319835,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,36.34073913106226,-7.8601850574721635,-36969.30041104504
54.6240469531926,32.95684787874829,0.46200572962399444,0.02896286301350748,400.0,-1.2108,1.375,0.4,2.659,1.3,1126259642.413,36.34292855137843,-7.8601850574721635,-37164.71408473855
