mass_1,mass_2,spin_1z,spin_2z,luminosity_distance,theta_jn,phase,geocent_time,ra,dec,psi,log_likelihood,log_prior
33.41172974365185,36.076336715763304,-0.6186870485101028,0.3573116169008082,400.0,0.4,1.3,1126259642.413,1.375,-1.2108,2.659,668.63218463224,-8.553332238032109
32.12733031642859,35.69099956427694,-0.10560679064007032,0.23204695219755067,400.0,0.4,1.3,1126259642.413,1.375,-1.2108,2.659,668.9165917800892,-8.553332238032109
32.061543461060474,35.67328580007571,0.5055039802626092,-0.1751823703136056,400.0,0.4,1.3,1126259642.413,1.375,-1.2108,2.659,668.9457635661274,-8.553332238032109
34.72551409987972,33.6120694521365,0.24763552019180943,-0.05197905842940403,400.0,0.4,1.3,1126259642.413,1.375,-1.2108,2.659,669.096673576691,-8.553332238032109
34.37560167363884,34.73238594744791,-0.7674188410665859,0.6532775849124913,400.0,0.4,1.3,1126259642.413,1.375,-1.2108,2.659,669.1107736046499,-8.553332238032109
38.25120970038573,31.55275405363989,0.17103731126168933,-0.5421038895376656,400.0,0.4,1.3,1126259642.413,1.375,-1.2108,2.659,669.1241415581842,-8.553332238032109
33.49071672692943,34.52933599804348,-0.5046389195677419,0.7037253667736953,400.0,0.4,1.3,1126259642.413,1.375,-1.2108,2.659,669.1312538393752,-8.553332238032109
33.335345327262004,34.97018386520622,0.13070727801544552,-0.027772312342101008,400.0,0.4,1.3,1126259642.413,1.375,-1.2108,2.659,669.1400977935489,-8.553332238032109
34.850431386049145,33.2813712684667,-0.08369157712864066,0.19769104475631258,400.0,0.4,1.3,1126259642.413,1.375,-1.2108,2.659,669.148529456684,-8.553332238032109
34.45236423728139,33.31474860539264,-0.3751499058472963,0.6490471170639023,400.0,0.4,1.3,1126259642.413,1.375,-1.2108,2.659,669.1551040983894,-8.553332238032109
33.705224086089075,34.03711283658791,0.795392198598362,-0.6451678616019121,400.0,0.4,1.3,1126259642.413,1.375,-1.2108,2.659,669.2843934015598,-8.553332238032109
31.20033979831795,35.58337202320183,-0.36480359377009663,0.6578051422577129,400.0,0.4,1.3,1126259642.413,1.375,-1.2108,2.659,669.3100543944538,-8.553332238032109
30.908529721488616,36.32318279367291,-0.5193012113675209,0.5594561807292776,400.0,0.4,1.3,1126259642.413,1.375,-1.2108,2.659,669.3437350216352,-8.553332238032109
36.87095890054102,30.07859278236843,0.7314624856711534,-0.7514583121830489,400.0,0.4,1.3,1126259642.413,1.375,-1.2108,2.659,669.365604814416,-8.553332238032109
34.66996868703264,34.948293656157986,0.7431521217435967,-0.7255819441516902,400.0,0.4,1.3,1126259642.413,1.375,-1.2108,2.659,669.4089979764353,-8.553332238032109
